	attr_conc.max	attr_conc.mean	attr_conc.median	attr_conc.min	attr_conc.sd	attr_ent.max	attr_ent.mean	attr_ent.median	attr_ent.min	attr_ent.sd	attr_to_inst	cat_to_num	cor.max	cor.mean	cor.median	cor.min	cor.sd	cov.max	cov.mean	cov.median	cov.min	cov.sd	eigenvalues.max	eigenvalues.mean	eigenvalues.median	eigenvalues.min	eigenvalues.sd	g_mean.max	g_mean.mean	g_mean.median	g_mean.min	g_mean.sd	h_mean.max	h_mean.mean	h_mean.median	h_mean.min	h_mean.sd	inst_to_attr	iq_range.max	iq_range.mean	iq_range.median	iq_range.min	iq_range.sd	kurtosis.max	kurtosis.mean	kurtosis.median	kurtosis.min	kurtosis.sd	mad.max	mad.mean	mad.median	mad.min	mad.sd	max.max	max.mean	max.median	max.min	max.sd	mean.max	mean.mean	mean.median	mean.min	mean.sd	median.max	median.mean	median.median	median.min	median.sd	min.max	min.mean	min.median	min.min	min.sd	nr_attr	nr_bin	nr_cat	nr_cor_attr	nr_inst	nr_norm	nr_num	nr_outliers	num_to_cat	range.max	range.mean	range.median	range.min	range.sd	sd.max	sd.mean	sd.median	sd.min	sd.sd	skewness.max	skewness.mean	skewness.median	skewness.min	skewness.sd	sparsity.max	sparsity.mean	sparsity.median	sparsity.min	sparsity.sd	t_mean.max	t_mean.mean	t_mean.median	t_mean.min	t_mean.sd	var.max	var.mean	var.median	var.min	var.sd	id_experimento	reducao
1						4.247927513443585	4.247927513443585	4.247927513443585	4.247927513443585		0.05263157894736842		0.05555555555555559	0.05555555555555555	0.05555555555555555	0.05555555555555553	1.1099678889157954e-17	0.0029239766081871348	0.002923976608187134	0.002923976608187134	0.0029239766081871335	4.608890797862749e-19	0.05555555555555563	0.05263157894736842	0.05555555555555555	-1.973247953924435e-17	0.012745318548364547						0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	12.30747922437674	12.30747922437674	12.30747922437674	12.307479224376731	3.216029070074519e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.05263157894736842	0.05263157894736841	0.05263157894736842	0.05263157894736842	7.129035791060298e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	19	0.0	0	19	0.0	1.0	1.0	1.0	1.0	0.0	0.22941573387056177	0.22941573387056174	0.22941573387056174	0.22941573387056172	2.5337258102033824e-17	3.6948007665469427	3.6948007665469422	3.6948007665469427	3.694800766546941	5.438959822042073e-16	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.052631578947368425	0.05263157894736841	0.05263157894736841	0.0526315789473684	9.813077866773595e-18	15	0.1
1						4.392317422778759	4.392317422778759	4.392317422778759	4.392317422778759		0.047619047619047616		0.05000000000000001	0.04999999999999999	0.04999999999999999	0.04999999999999997	9.017880101628973e-18	0.0023809523809523825	0.002380952380952381	0.002380952380952381	0.0023809523809523803	5.916596088967882e-19	0.050000000000000065	0.04761904761904764	0.05000000000000002	4.3368086899420036e-17	0.010910894511799614						0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	14.278911564625847	14.278911564625838	14.278911564625837	14.278911564625837	4.1469467965984395e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.047619047619047616	0.04761904761904763	0.047619047619047616	0.047619047619047616	1.4220500840710914e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	21	0.0	0	21	0.0	1.0	1.0	1.0	1.0	0.0	0.21821789023599247	0.21821789023599245	0.21821789023599242	0.21821789023599236	4.2998752849492583e-17	3.948704680460814	3.948704680460812	3.9487046804608124	3.9487046804608124	1.0367366991496099e-15	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.04761904761904766	0.04761904761904764	0.04761904761904763	0.047619047619047616	1.3615092990768424e-17	15	0.11
1						4.523561956057013	4.523561956057013	4.523561956057013	4.523561956057013		0.043478260869565216		0.045454545454545484	0.045454545454545456	0.045454545454545456	0.04545454545454541	1.3592621190032478e-17	0.001976284584980239	0.001976284584980237	0.0019762845849802375	0.0019762845849802357	8.236675107037202e-19	0.045454545454545546	0.043478260869565244	0.04545454545454548	-1.734723475976807e-17	0.009477927911685224						0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	16.255198487712672	16.255198487712672	16.255198487712672	16.255198487712665	2.9335567711710925e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.043478260869565216	0.04347826086956521	0.043478260869565216	0.043478260869565216	7.094843575771518e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	23	0.0	0	23	0.0	1.0	1.0	1.0	1.0	0.0	0.2085144140570748	0.20851441405707483	0.2085144140570748	0.20851441405707477	3.925231146709438e-17	4.188419969320372	4.188419969320368	4.188419969320369	4.188419969320369	2.311436732246563e-15	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.04347826086956524	0.043478260869565216	0.04347826086956523	0.043478260869565216	1.6205764733521816e-17	15	0.12
1						4.643856189774724	4.643856189774724	4.643856189774724	4.643856189774724		0.04		0.04166666666666668	0.04166666666666666	0.04166666666666666	0.04166666666666661	1.1434907810105934e-17	0.0016666666666666683	0.0016666666666666674	0.001666666666666667	0.0016666666666666657	7.341109919697657e-19	0.041666666666666734	0.040000000000000015	0.041666666666666685	2.7755575615628914e-17	0.008333333333333333						0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	18.2352	18.23519999999999	18.235199999999985	18.235199999999985	5.475099487534308e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.04	0.04	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	25	0.0	0	25	0.0	1.0	1.0	1.0	1.0	0.0	0.2000000000000001	0.20000000000000004	0.20000000000000007	0.2	3.627743277389693e-17	4.416	4.4159999999999995	4.415999999999999	4.415999999999999	9.06493303673679e-16	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.04000000000000004	0.04000000000000003	0.04000000000000002	0.04	1.570858918313846e-17	15	0.13
1						4.754887502163469	4.754887502163469	4.754887502163469	4.754887502163469		0.037037037037037035		0.03846153846153855	0.0384615384615385	0.0384615384615385	0.03846153846153847	2.030145334942473e-17	0.001424501424501426	0.0014245014245014254	0.0014245014245014252	0.0014245014245014248	4.1934944244986687e-19	0.03846153846153854	0.037037037037037035	0.03846153846153846	-1.3206937713999909e-17	0.007401926528072127						0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	20.218106995884785	20.21810699588478	20.218106995884785	20.218106995884778	3.48372237969457e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.037037037037037035	0.03703703703703703	0.037037037037037035	0.037037037037037035	7.071075188784084e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	27	0.0	0	27	0.0	1.0	1.0	1.0	1.0	0.0	0.19245008972987526	0.19245008972987523	0.1924500897298752	0.19245008972987515	4.4886735443152576e-17	4.633057715719222	4.633057715719222	4.633057715719222	4.63305771571922	7.789840055734391e-16	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.03703703703703704	0.037037037037037014	0.03703703703703702	0.03703703703703699	1.427249553278141e-17	15	0.14
1						4.807354922057604	4.807354922057604	4.807354922057604	4.807354922057604		0.03571428571428571		0.037037037037037035	0.03703703703703699	0.03703703703703699	0.03703703703703695	1.8274917230256346e-17	0.001322751322751323	0.0013227513227513218	0.001322751322751322	0.0013227513227513212	3.919899636312037e-19	0.037037037037037125	0.03571428571428573	0.037037037037037056	-4.8598517686946005e-19	0.006999342092763472						0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	21.210459183673468	21.210459183673464	21.210459183673457	21.210459183673457	6.939000813448969e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.03571428571428571	0.03571428571428571	0.03571428571428571	0.03571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	28	0.0	0	28	0.0	1.0	1.0	1.0	1.0	0.0	0.18898223650461374	0.18898223650461363	0.18898223650461368	0.18898223650461363	6.409875621278546e-17	4.738054643794242	4.738054643794241	4.738054643794241	4.73805464379424	3.418600331348558e-16	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.03571428571428576	0.03571428571428574	0.03571428571428574	0.03571428571428572	1.3015779053418037e-17	15	0.15
1						4.906890595608518	4.906890595608518	4.906890595608518	4.906890595608518		0.03333333333333333		0.0344827586206897	0.03448275862068967	0.034482758620689676	0.034482758620689655	1.1480309665646066e-17	0.001149425287356322	0.0011494252873563216	0.0011494252873563216	0.0011494252873563216	1.3042031063697511e-19	0.034482758620689676	0.033333333333333305	0.03448275862068963	-6.938893903907228e-18	0.006295661580519147						0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	23.196666666666694	23.19666666666669	23.196666666666694	23.196666666666665	1.1098248042605554e-14	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	30	0.0	0	30	0.0	1.0	1.0	1.0	1.0	0.0	0.18257418583505536	0.18257418583505533	0.1825741858350553	0.18257418583505525	4.8349565501892035e-17	4.941674629935501	4.941674629935501	4.941674629935501	4.941674629935498	1.3297129433461448e-15	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.03333333333333333	0.03333333333333331	0.03333333333333331	0.033333333333333284	1.5569249419391452e-17	15	0.16
1						5.0	5.0	5.0	5.0		0.03125		0.032258064516129024	0.03225806451612902	0.032258064516129024	0.032258064516129024	6.945899351328909e-18	0.0010080645161290322	0.0010080645161290318	0.0010080645161290322	0.0010080645161290322	4.341187094580568e-19	0.03225806451612907	0.031249999999999993	0.032258064516129024	1.9081958235744878e-17	0.005702474041826991						0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	25.1845703125	25.1845703125	25.1845703125	25.1845703125	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.03125	0.03125	0.03125	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	32	0.0	0	32	0.0	1.0	1.0	1.0	1.0	0.0	0.1767766952966369	0.1767766952966369	0.1767766952966369	0.1767766952966369	0.0	5.13757270705851	5.13757270705851	5.13757270705851	5.13757270705851	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.03125	0.03125	0.03125	0.03125	0.0	15	0.17
1						5.087462841250341	5.087462841250341	5.087462841250341	5.087462841250341		0.029411764705882353		0.030303030303030366	0.030303030303030342	0.030303030303030335	0.030303030303030314	1.148348008360411e-17	0.0008912655971479507	0.0008912655971479505	0.0008912655971479505	0.00089126559714795	1.0006344463658965e-19	0.030303030303030328	0.02941176470588233	0.030303030303030283	-3.469446951953614e-17	0.005196926822500271						0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	27.17387543252597	27.17387543252596	27.173875432525957	27.17387543252595	8.251126384207486e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.029411764705882353	0.029411764705882353	0.029411764705882353	0.029411764705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	34	0.0	0	34	0.0	1.0	1.0	1.0	1.0	0.0	0.17149858514250882	0.17149858514250874	0.17149858514250876	0.1714985851425087	5.021172554038838e-17	5.326544291484984	5.326544291484983	5.326544291484982	5.32654429148498	1.0371689429453962e-15	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.02941176470588235	0.02941176470588233	0.029411764705882328	0.029411764705882307	1.3259489406352272e-17	15	0.18
1						5.169925001442313	5.169925001442313	5.169925001442313	5.169925001442313		0.027777777777777776		0.028571428571428723	0.028571428571428616	0.028571428571428605	0.02857142857142857	3.5652038299633356e-17	0.0007936507936507965	0.000793650793650794	0.0007936507936507939	0.0007936507936507934	7.587445018130198e-19	0.0285714285714286	0.027777777777777752	0.028571428571428546	-4.201283418381843e-17	0.004761904761904765						0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	29.164351851851862	29.164351851851855	29.16435185185186	29.164351851851855	5.0955660356112e-15	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.027777777777777776	0.027777777777777776	0.027777777777777776	0.027777777777777776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	1	0.0	36	0.0	0	36	0.0	1.0	1.0	1.0	1.0	0.0	0.16666666666666666	0.16666666666666663	0.16666666666666657	0.16666666666666652	6.61824369393797e-17	5.509259259259261	5.509259259259262	5.509259259259261	5.50925925925926	1.0401280614919982e-15	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.027777777777777773	0.02777777777777775	0.02777777777777775	0.027777777777777724	1.594220716986251e-17	15	0.19
